date,areaCode,cumCasesBySpecimenDate,newCasesBySpecimenDate
09/08/2020,E10000030,4802,7
09/08/2020,W06000013,577,0
09/08/2020,W06000024,580,0
09/08/2020,S12000018,371,0
09/08/2020,N09000004,323,1
09/08/2020,E06000044,522,0
09/08/2020,E08000009,1514,4
09/08/2020,W06000003,725,1
09/08/2020,S12000028,407,0
09/08/2020,S12000042,984,0
09/08/2020,W06000002,599,0
09/08/2020,S12000008,456,0
09/08/2020,E06000051,1471,0
09/08/2020,S12000038,701,0
09/08/2020,S12000026,348,0
09/08/2020,N09000009,410,0
09/08/2020,E08000008,1737,6
09/08/2020,S12000045,543,2
09/08/2020,W06000020,362,0
09/08/2020,E06000031,1516,2
09/08/2020,E06000014,936,3
09/08/2020,N09000003,1454,4
09/08/2020,S12000039,441,0
09/08/2020,E06000005,616,0
09/08/2020,E06000046,429,0
09/08/2020,N09000002,759,0
09/08/2020,W06000005,753,0
09/08/2020,N09000010,435,0
09/08/2020,E06000027,287,0
09/08/2020,E06000026,682,0
09/08/2020,E08000029,960,0
09/08/2020,E06000006,716,0
09/08/2020,S12000034,558,7
09/08/2020,S12000023,9,0
09/08/2020,E09000006,1559,1
09/08/2020,E08000002,1415,3
09/08/2020,E08000007,1929,8
09/08/2020,S12000047,957,0
09/08/2020,E08000018,2088,3
09/08/2020,S12000036,1840,0
09/08/2020,S12000040,520,1
09/08/2020,E09000005,1824,1
09/08/2020,E08000036,1942,2
09/08/2020,E06000020,641,1
09/08/2020,S12000020,94,1
09/08/2020,E06000037,501,0
09/08/2020,W06000010,820,0
09/08/2020,E08000034,2643,13
09/08/2020,E09000026,1219,6
09/08/2020,E06000040,433,0
09/08/2020,E10000028,3923,4
09/08/2020,W06000012,676,0
09/08/2020,E08000016,2038,3
09/08/2020,E09000013,816,0
09/08/2020,S12000005,201,0
09/08/2020,E09000010,1256,6
09/08/2020,E06000025,782,0
09/08/2020,S12000029,1372,0
09/08/2020,E08000021,1573,2
09/08/2020,E06000055,1391,1
09/08/2020,W06000004,810,0
09/08/2020,S12000033,1034,10
09/08/2020,S12000010,283,0
09/08/2020,S12000030,237,0
09/08/2020,S12000021,408,0
09/08/2020,S12000013,7,0
09/08/2020,E10000019,2581,3
09/08/2020,W06000019,375,0
09/08/2020,E09000029,1043,0
09/08/2020,E08000022,940,3
09/08/2020,W06000014,791,0
09/08/2020,E06000013,739,0
09/08/2020,E09000017,1189,4
09/08/2020,E06000030,1041,6
09/08/2020,E08000015,2088,0
09/08/2020,E09000020,608,4
09/08/2020,W06000008,73,0
09/08/2020,E06000007,1382,3
09/08/2020,W06000016,1884,1
09/08/2020,S12000027,56,1
09/08/2020,S12000048,348,0
09/08/2020,E09000015,1333,0
09/08/2020,E08000004,2465,14
09/08/2020,E09000030,907,1
09/08/2020,E06000057,1598,0
09/08/2020,E08000010,2223,2
09/08/2020,S12000011,377,0
09/08/2020,E06000021,1549,1
09/08/2020,E06000038,815,0
09/08/2020,E06000010,1581,0
09/08/2020,E10000007,3531,8
09/08/2020,E08000033,1010,6
09/08/2020,E06000047,3374,2
09/08/2020,W06000015,2335,0
09/08/2020,E10000025,3308,4
09/08/2020,E06000009,1066,0
09/08/2020,E08000011,1039,2
09/08/2020,E09000009,1673,5
09/08/2020,S12000049,2601,2
09/08/2020,E10000024,3175,4
09/08/2020,E06000035,1097,1
09/08/2020,E10000015,4397,2
09/08/2020,E08000027,1360,3
09/08/2020,E06000059,630,3
09/08/2020,E08000023,962,3
09/08/2020,E10000006,2929,4
09/08/2020,E10000002,1772,1
09/08/2020,E06000034,588,0
09/08/2020,E08000017,2050,1
09/08/2020,E10000018,3413,5
09/08/2020,E06000008,1585,22
09/08/2020,E08000037,1305,0
09/08/2020,E10000011,1645,0
09/08/2020,E09000031,1077,0
09/08/2020,E06000015,1361,15
09/08/2020,E06000042,909,2
09/08/2020,E09000033,865,3
09/08/2020,E06000024,922,1
09/08/2020,E06000033,722,0
09/08/2020,E08000003,3596,21
09/08/2020,E06000043,823,0
09/08/2020,E09000027,570,1
09/08/2020,E10000012,5779,5
09/08/2020,S12000041,466,1
09/08/2020,E08000012,2676,4
09/08/2020,S12000019,541,1
09/08/2020,E09000008,1909,1
09/08/2020,E10000029,2730,0
09/08/2020,E09000012,1023,4
09/08/2020,E09000016,1021,1
09/08/2020,E09000011,1003,1
09/08/2020,E08000030,1579,2
09/08/2020,E10000020,2948,0
09/08/2020,E10000027,1324,0
09/08/2020,E06000016,5304,20
09/08/2020,E08000031,1513,2
09/08/2020,E06000002,1011,4
09/08/2020,E06000017,102,0
09/08/2020,E08000005,2014,13
09/08/2020,E06000049,2293,1
09/08/2020,E06000032,1656,7
09/08/2020,E10000016,8279,6
09/08/2020,E08000001,2111,12
09/08/2020,E10000023,2614,3
09/08/2020,E09000024,977,0
09/08/2020,E08000013,1240,0
09/08/2020,E10000032,2835,1
09/08/2020,E10000021,3751,14
09/08/2020,E10000014,5153,4
09/08/2020,E09000022,1458,2
09/08/2020,E06000036,391,0
09/08/2020,E09000002,780,1
09/08/2020,E06000003,711,0
09/08/2020,E06000045,974,0
09/08/2020,E06000012,221,0
09/08/2020,E06000056,1298,0
09/08/2020,E09000025,1370,2
09/08/2020,E08000025,5594,42
09/08/2020,E06000050,2083,0
09/08/2020,E10000003,2359,6
09/08/2020,E06000041,613,0
09/08/2020,E06000023,1365,1
09/08/2020,E09000014,823,2
09/08/2020,E06000052,941,0
09/08/2020,E09000003,1727,2
09/08/2020,E09000032,1259,3
09/08/2020,E10000008,1267,2
09/08/2020,E08000026,1510,3
09/08/2020,E09000007,741,3
09/08/2020,E09000018,1169,5
09/08/2020,E06000011,1662,1
09/08/2020,E09000021,768,3
09/08/2020,E06000001,625,1
09/08/2020,E06000058,841,0
09/08/2020,E10000031,2647,5
09/08/2020,E06000018,1252,3
09/08/2020,E09000004,1114,2
09/08/2020,E06000054,1335,1
09/08/2020,E08000035,4019,21
09/08/2020,E09000023,1270,1
09/08/2020,E10000034,2456,2
09/08/2020,E06000004,999,0
09/08/2020,E06000039,707,3
09/08/2020,E08000024,1814,0
09/08/2020,E06000019,893,0
09/08/2020,E08000006,1568,4
09/08/2020,E10000017,7564,36
09/08/2020,E09000028,1514,2
08/08/2020,N09000001,463,5
08/08/2020,N09000006,182,0
08/08/2020,N09000008,437,11
08/08/2020,W06000011,1335,1
08/08/2020,N09000007,530,2
08/08/2020,S12000014,666,0
08/08/2020,N09000011,452,0
08/08/2020,S12000035,167,0
08/08/2020,E08000019,4395,16
08/08/2020,W06000022,886,0
08/08/2020,W06000009,303,0
08/08/2020,W06000021,386,0
08/08/2020,W06000001,461,0
08/08/2020,E10000013,1922,3
08/08/2020,E06000022,361,0
08/08/2020,W06000023,356,0
08/08/2020,S12000006,305,0
08/08/2020,N09000005,229,0
08/08/2020,E08000028,1972,11
08/08/2020,S12000017,221,0
08/08/2020,S12000050,1399,0
08/08/2020,E08000032,5474,32
08/08/2020,W06000018,745,0
08/08/2020,E09000019,606,0
08/08/2020,E08000014,1592,5
08/08/2020,E10000030,4795,2
08/08/2020,W06000006,1369,2
08/08/2020,W06000013,577,0
08/08/2020,W06000024,580,0
08/08/2020,N09000004,322,2
08/08/2020,S12000018,371,0
08/08/2020,E06000044,522,0
08/08/2020,E08000009,1510,9
08/08/2020,W06000003,724,0
08/08/2020,S12000028,407,0
08/08/2020,S12000042,984,0
08/08/2020,W06000002,599,2
08/08/2020,S12000008,456,1
08/08/2020,E06000051,1471,1
08/08/2020,S12000038,701,0
08/08/2020,S12000026,348,0
08/08/2020,N09000009,410,0
08/08/2020,E08000008,1731,4
08/08/2020,S12000045,541,0
08/08/2020,W06000020,362,0
08/08/2020,E06000031,1514,6
08/08/2020,E06000014,933,1
08/08/2020,N09000003,1450,7
08/08/2020,S12000039,441,0
08/08/2020,E06000046,429,2
08/08/2020,N09000002,759,0
08/08/2020,W06000005,753,0
08/08/2020,E06000005,616,0
08/08/2020,N09000010,435,0
08/08/2020,E06000027,287,1
08/08/2020,E06000026,682,1
08/08/2020,E08000029,960,1
08/08/2020,E08000021,1571,0
08/08/2020,E06000006,716,1
08/08/2020,S12000034,551,6
08/08/2020,S12000023,9,0
08/08/2020,E09000006,1558,0
08/08/2020,E08000002,1412,4
08/08/2020,E08000007,1921,10
08/08/2020,S12000047,957,2
08/08/2020,E08000018,2085,4
08/08/2020,S12000040,519,0
08/08/2020,E09000005,1823,3
08/08/2020,S12000036,1840,0
08/08/2020,E08000036,1940,7
08/08/2020,E06000020,640,0
08/08/2020,S12000020,93,0
08/08/2020,E06000037,501,0
08/08/2020,W06000010,820,0
08/08/2020,E08000034,2630,15
08/08/2020,E09000026,1213,7
08/08/2020,E06000040,433,0
08/08/2020,E10000028,3919,5
08/08/2020,W06000012,676,0
08/08/2020,E08000016,2035,4
08/08/2020,E09000013,816,3
08/08/2020,S12000005,201,0
08/08/2020,E09000010,1250,1
08/08/2020,E06000025,782,4
08/08/2020,S12000029,1372,0
08/08/2020,E06000055,1390,1
08/08/2020,W06000004,810,0
08/08/2020,S12000033,1024,17
08/08/2020,S12000010,283,0
08/08/2020,S12000030,237,0
08/08/2020,S12000021,408,0
08/08/2020,S12000013,7,0
08/08/2020,E10000019,2578,3
08/08/2020,W06000019,375,0
08/08/2020,E09000029,1043,0
08/08/2020,E08000022,937,1
08/08/2020,W06000014,791,0
08/08/2020,E06000013,739,0
08/08/2020,E09000017,1185,2
08/08/2020,E06000030,1035,6
08/08/2020,E08000015,2088,0
08/08/2020,E09000020,604,3
08/08/2020,W06000008,73,0
08/08/2020,E06000007,1379,7
08/08/2020,W06000016,1883,0
08/08/2020,S12000027,55,0
08/08/2020,S12000048,348,0
08/08/2020,E09000015,1333,0
08/08/2020,E08000004,2451,52
08/08/2020,E09000030,906,0
08/08/2020,E06000057,1598,1
08/08/2020,S12000011,377,0
08/08/2020,E08000010,2221,2
08/08/2020,E06000021,1548,9
08/08/2020,E06000038,815,1
08/08/2020,E06000010,1581,0
08/08/2020,E10000007,3523,3
08/08/2020,E08000033,1004,9
08/08/2020,E06000047,3372,3
08/08/2020,W06000015,2335,0
08/08/2020,E06000009,1066,1
08/08/2020,E10000025,3304,6
08/08/2020,E08000011,1037,4
08/08/2020,E09000009,1668,2
08/08/2020,S12000049,2599,1
08/08/2020,E10000024,3171,7
08/08/2020,E06000035,1096,1
08/08/2020,E10000015,4395,12
08/08/2020,E08000027,1357,0
08/08/2020,E06000059,627,0
08/08/2020,E08000023,959,0
08/08/2020,E10000006,2925,7
08/08/2020,E10000002,1771,3
08/08/2020,E06000034,588,1
08/08/2020,E08000017,2049,1
08/08/2020,E10000018,3408,5
08/08/2020,E06000008,1563,8
08/08/2020,E08000037,1305,1
08/08/2020,E10000011,1645,0
08/08/2020,E09000031,1077,0
08/08/2020,E06000015,1346,3
08/08/2020,E06000042,907,0
08/08/2020,E09000033,862,2
08/08/2020,E06000024,921,0
08/08/2020,E06000033,722,0
08/08/2020,E08000003,3575,33
08/08/2020,E06000043,823,0
08/08/2020,E09000027,569,3
08/08/2020,E10000012,5774,7
08/08/2020,S12000041,465,0
08/08/2020,E08000012,2672,8
08/08/2020,S12000019,540,0
08/08/2020,E09000008,1908,2
08/08/2020,E10000029,2730,0
08/08/2020,E09000012,1019,0
08/08/2020,E09000016,1020,1
08/08/2020,E09000011,1002,0
08/08/2020,E08000030,1577,0
08/08/2020,E10000020,2948,0
08/08/2020,E10000027,1324,0
08/08/2020,E06000016,5284,38
08/08/2020,E08000031,1511,1
08/08/2020,E06000002,1007,1
08/08/2020,E06000017,102,1
08/08/2020,E08000005,2001,14
08/08/2020,E06000032,1649,11
08/08/2020,E06000049,2292,3
08/08/2020,E10000016,8273,8
08/08/2020,E08000001,2099,7
08/08/2020,E10000023,2611,1
08/08/2020,E09000024,977,0
08/08/2020,E08000013,1240,4
08/08/2020,E10000032,2834,0
08/08/2020,E10000021,3737,13
08/08/2020,E10000014,5149,2
08/08/2020,E09000022,1456,1
08/08/2020,E06000036,391,0
08/08/2020,E09000002,779,3
08/08/2020,E06000003,711,0
08/08/2020,E06000045,974,0
08/08/2020,E06000012,221,0
08/08/2020,E06000056,1298,0
08/08/2020,E09000025,1368,4
08/08/2020,E08000025,5552,33
08/08/2020,E06000050,2083,1
08/08/2020,E10000003,2353,6
08/08/2020,E06000041,613,1
08/08/2020,E06000023,1364,4
08/08/2020,E09000014,821,1
08/08/2020,E06000052,941,2
08/08/2020,E09000003,1725,2
08/08/2020,E09000032,1256,1
08/08/2020,E10000008,1265,1
08/08/2020,E08000026,1507,11
08/08/2020,E09000007,738,2
08/08/2020,E09000018,1164,4
08/08/2020,E06000011,1661,0
08/08/2020,E09000021,765,3
08/08/2020,E06000001,624,0
08/08/2020,E06000058,841,3
08/08/2020,E10000031,2642,1
08/08/2020,E06000018,1249,1
08/08/2020,E09000004,1112,1
08/08/2020,E06000054,1334,0
08/08/2020,E08000035,3998,14
08/08/2020,E09000023,1269,0
08/08/2020,E10000034,2454,1
08/08/2020,E06000004,999,0
08/08/2020,E06000039,704,5
08/08/2020,E08000024,1814,5
08/08/2020,E06000019,893,0
08/08/2020,E08000006,1564,5
08/08/2020,E10000017,7528,26
08/08/2020,E09000028,1512,4
07/08/2020,N09000001,458,0
07/08/2020,N09000006,182,1
07/08/2020,N09000008,426,2
07/08/2020,W06000011,1334,0
07/08/2020,N09000007,528,4
07/08/2020,S12000014,666,1
07/08/2020,N09000011,452,0
07/08/2020,S12000035,167,0
07/08/2020,E08000019,4379,18
07/08/2020,W06000022,886,0
07/08/2020,W06000009,303,0
07/08/2020,W06000021,386,0
07/08/2020,W06000001,461,0
07/08/2020,E10000013,1919,3
07/08/2020,E06000022,361,1
07/08/2020,W06000023,356,0
07/08/2020,S12000006,305,0
07/08/2020,N09000005,229,1
07/08/2020,E08000028,1961,17
07/08/2020,S12000017,221,4
07/08/2020,S12000050,1399,1
07/08/2020,E08000032,5442,34
07/08/2020,W06000018,745,0
07/08/2020,E09000019,606,3
07/08/2020,E10000030,4793,4
07/08/2020,E08000014,1587,0
07/08/2020,W06000006,1367,7
07/08/2020,W06000013,577,1
07/08/2020,W06000024,580,0
07/08/2020,N09000004,320,2
07/08/2020,S12000018,371,0
07/08/2020,E06000044,522,0
07/08/2020,W06000003,724,2
07/08/2020,E08000009,1501,7
07/08/2020,S12000028,407,0
07/08/2020,S12000042,984,1
07/08/2020,W06000002,597,0
07/08/2020,S12000008,455,0
07/08/2020,E06000051,1470,2
07/08/2020,S12000038,701,1
07/08/2020,S12000026,348,0
07/08/2020,N09000009,410,0
07/08/2020,E08000008,1727,9
07/08/2020,S12000045,541,0
07/08/2020,W06000020,362,0
07/08/2020,E06000031,1508,9
07/08/2020,E06000014,932,2
07/08/2020,S12000039,441,1
07/08/2020,N09000003,1443,2
07/08/2020,E06000046,427,1
07/08/2020,N09000002,759,2
07/08/2020,E06000005,616,0
07/08/2020,W06000005,753,0
07/08/2020,N09000010,435,1
07/08/2020,E06000027,286,0
07/08/2020,E06000026,681,0
07/08/2020,E08000029,959,1
07/08/2020,E08000021,1571,1
07/08/2020,S12000034,545,4
07/08/2020,E06000006,715,1
07/08/2020,S12000023,9,0
07/08/2020,E09000006,1558,5
07/08/2020,E08000002,1408,3
07/08/2020,E08000018,2081,3
07/08/2020,S12000047,955,2
07/08/2020,S12000040,519,0
07/08/2020,E09000005,1820,5
07/08/2020,S12000036,1840,4
07/08/2020,E08000036,1933,8
07/08/2020,E06000020,640,2
07/08/2020,S12000020,93,0
07/08/2020,E06000037,501,1
07/08/2020,W06000010,820,2
07/08/2020,E08000034,2615,16
07/08/2020,E09000026,1206,15
07/08/2020,E06000040,433,1
07/08/2020,W06000012,676,0
07/08/2020,E10000028,3914,8
07/08/2020,E08000016,2031,7
07/08/2020,E09000013,813,7
07/08/2020,S12000005,201,0
07/08/2020,E09000010,1249,2
07/08/2020,E06000025,778,2
07/08/2020,S12000029,1372,1
07/08/2020,E06000055,1389,3
07/08/2020,W06000004,810,2
07/08/2020,E08000007,1911,12
07/08/2020,S12000033,1007,20
07/08/2020,S12000010,283,0
07/08/2020,S12000030,237,0
07/08/2020,S12000021,408,0
07/08/2020,S12000013,7,0
07/08/2020,E10000019,2575,6
07/08/2020,W06000019,375,0
07/08/2020,E09000029,1043,1
07/08/2020,E08000022,936,0
07/08/2020,W06000014,791,0
07/08/2020,E06000013,739,0
07/08/2020,E09000017,1183,4
07/08/2020,E08000015,2088,6
07/08/2020,E09000020,601,0
07/08/2020,E06000030,1029,22
07/08/2020,W06000008,73,0
07/08/2020,E06000007,1372,9
07/08/2020,W06000016,1883,0
07/08/2020,S12000027,55,1
07/08/2020,S12000048,348,0
07/08/2020,E09000015,1333,7
07/08/2020,E08000004,2399,43
07/08/2020,E09000030,906,4
07/08/2020,E06000057,1597,0
07/08/2020,E08000010,2219,5
07/08/2020,S12000011,377,0
07/08/2020,E06000021,1539,5
07/08/2020,E06000038,814,1
07/08/2020,E06000010,1581,0
07/08/2020,E10000007,3520,4
07/08/2020,E08000033,995,13
07/08/2020,E06000047,3369,1
07/08/2020,W06000015,2335,1
07/08/2020,E10000025,3298,10
07/08/2020,E06000009,1065,4
07/08/2020,E08000011,1033,3
07/08/2020,E09000009,1666,7
07/08/2020,S12000049,2598,2
07/08/2020,E10000024,3164,13
07/08/2020,E06000035,1095,1
07/08/2020,E10000015,4383,9
07/08/2020,E08000027,1357,13
07/08/2020,E06000059,627,1
07/08/2020,E08000023,959,1
07/08/2020,E10000006,2918,12
07/08/2020,E10000002,1768,6
07/08/2020,E06000034,587,2
07/08/2020,E08000017,2048,2
07/08/2020,E10000018,3403,9
07/08/2020,E06000008,1555,18
07/08/2020,E08000037,1304,0
07/08/2020,E10000011,1645,6
07/08/2020,E09000031,1077,2
07/08/2020,E06000015,1343,5
07/08/2020,E06000042,907,6
07/08/2020,E09000033,860,5
07/08/2020,E06000024,921,0
07/08/2020,E06000033,722,0
07/08/2020,E08000003,3542,24
07/08/2020,E06000043,823,2
07/08/2020,E09000027,566,1
07/08/2020,E10000012,5767,5
07/08/2020,S12000041,465,1
07/08/2020,E08000012,2664,7
07/08/2020,S12000019,540,0
07/08/2020,E09000008,1906,5
07/08/2020,E10000029,2730,6
07/08/2020,E09000012,1019,6
07/08/2020,E09000016,1019,2
07/08/2020,E09000011,1002,0
07/08/2020,E08000030,1577,1
07/08/2020,E10000020,2948,1
07/08/2020,E10000027,1324,2
07/08/2020,E06000016,5246,38
07/08/2020,E08000031,1510,6
07/08/2020,E06000002,1006,4
07/08/2020,E06000017,101,1
07/08/2020,E08000005,1987,18
07/08/2020,E06000032,1638,19
07/08/2020,E06000049,2289,2
07/08/2020,E10000016,8265,7
07/08/2020,E08000001,2092,4
07/08/2020,E10000023,2610,4
07/08/2020,E09000024,977,2
07/08/2020,E08000013,1236,7
07/08/2020,E10000032,2834,1
07/08/2020,E10000021,3724,14
07/08/2020,E10000014,5147,5
07/08/2020,E09000022,1455,1
07/08/2020,E06000036,391,0
07/08/2020,E09000002,776,1
07/08/2020,E06000003,711,0
07/08/2020,E06000045,974,0
07/08/2020,E06000012,221,0
07/08/2020,E06000056,1298,3
07/08/2020,E09000025,1364,2
07/08/2020,E08000025,5519,31
07/08/2020,E06000050,2082,3
07/08/2020,E10000003,2347,11
07/08/2020,E06000041,612,0
07/08/2020,E06000023,1360,6
07/08/2020,E09000014,820,4
07/08/2020,E06000052,939,1
07/08/2020,E09000003,1723,9
07/08/2020,E09000032,1255,1
07/08/2020,E10000008,1264,1
07/08/2020,E08000026,1496,10
07/08/2020,E09000007,736,1
07/08/2020,E06000011,1661,0
07/08/2020,E09000021,762,1
07/08/2020,E09000018,1160,3
07/08/2020,E06000001,624,2
07/08/2020,E06000058,838,1
07/08/2020,E10000031,2641,7
07/08/2020,E06000018,1248,1
07/08/2020,E09000004,1111,2
07/08/2020,E06000054,1334,1
07/08/2020,E08000035,3984,13
07/08/2020,E09000023,1269,7
07/08/2020,E10000034,2453,2
07/08/2020,E06000004,999,0
07/08/2020,E06000039,699,4
07/08/2020,E08000024,1809,6
07/08/2020,E06000019,893,0
07/08/2020,E08000006,1559,3
07/08/2020,E10000017,7502,41
07/08/2020,E09000028,1508,6
06/08/2020,N09000001,458,1
06/08/2020,N09000006,181,0
06/08/2020,N09000008,424,2
06/08/2020,W06000011,1334,2
06/08/2020,N09000007,524,0
06/08/2020,S12000014,665,1
06/08/2020,N09000011,452,2
06/08/2020,S12000035,167,0
06/08/2020,E08000019,4361,21
06/08/2020,W06000022,886,0
06/08/2020,W06000009,303,0
06/08/2020,W06000021,386,0
06/08/2020,W06000001,461,0
06/08/2020,E10000013,1916,8
06/08/2020,W06000023,356,1
06/08/2020,E06000022,360,0
06/08/2020,S12000006,305,0
06/08/2020,N09000005,228,0
06/08/2020,E08000028,1944,11
06/08/2020,S12000017,217,0
06/08/2020,S12000050,1398,2
06/08/2020,E08000032,5408,60
06/08/2020,E09000019,603,5
06/08/2020,W06000018,745,1
06/08/2020,E10000030,4789,5
06/08/2020,E08000014,1587,2
06/08/2020,W06000006,1360,9
06/08/2020,W06000013,576,0
06/08/2020,W06000024,580,0
06/08/2020,N09000004,318,2
06/08/2020,S12000018,371,0
06/08/2020,E06000044,522,2
06/08/2020,E08000009,1494,9
06/08/2020,W06000003,722,1
06/08/2020,S12000028,407,1
06/08/2020,S12000042,983,1
06/08/2020,W06000002,597,1
06/08/2020,S12000008,455,2
06/08/2020,E06000051,1468,0
06/08/2020,S12000038,700,0
06/08/2020,S12000026,348,1
06/08/2020,E08000008,1718,19
06/08/2020,S12000045,541,0
06/08/2020,W06000020,362,0
06/08/2020,E06000031,1499,6
06/08/2020,E06000014,930,2
06/08/2020,S12000039,440,0
06/08/2020,N09000003,1441,5
06/08/2020,N09000002,757,0
06/08/2020,E06000046,426,0
06/08/2020,E06000005,616,2
06/08/2020,W06000005,753,1
06/08/2020,N09000010,434,4
06/08/2020,E06000027,286,0
06/08/2020,E06000026,681,0
06/08/2020,E08000029,958,5
06/08/2020,E08000021,1570,7
06/08/2020,S12000034,541,8
06/08/2020,E06000006,714,2
06/08/2020,S12000023,9,0
06/08/2020,E09000006,1553,1
06/08/2020,E08000002,1405,4
06/08/2020,E08000007,1899,16
06/08/2020,E08000018,2078,8
06/08/2020,S12000047,953,0
06/08/2020,S12000040,519,0
06/08/2020,E09000005,1815,5
06/08/2020,S12000036,1836,4
06/08/2020,E08000036,1925,12
06/08/2020,E06000020,638,0
06/08/2020,S12000020,93,0
06/08/2020,E06000037,500,1
06/08/2020,W06000010,818,0
06/08/2020,E08000034,2599,26
06/08/2020,E09000026,1191,1
06/08/2020,E06000040,432,0
06/08/2020,W06000012,676,1
06/08/2020,E10000028,3906,5
06/08/2020,N09000009,410,1
06/08/2020,E09000013,806,2
06/08/2020,S12000005,201,0
06/08/2020,E09000010,1247,4
06/08/2020,E06000025,776,0
06/08/2020,S12000029,1371,3
06/08/2020,E06000055,1386,2
06/08/2020,W06000004,808,0
06/08/2020,S12000033,987,29
06/08/2020,S12000010,283,0
06/08/2020,S12000030,237,2
06/08/2020,S12000021,408,0
06/08/2020,S12000013,7,0
06/08/2020,E10000019,2569,5
06/08/2020,W06000019,375,0
06/08/2020,E09000029,1042,1
06/08/2020,E08000022,936,1
06/08/2020,W06000014,791,1
06/08/2020,E06000013,739,0
06/08/2020,E09000017,1179,5
06/08/2020,E08000015,2082,2
06/08/2020,E09000020,601,2
06/08/2020,E06000030,1007,24
06/08/2020,W06000008,73,0
06/08/2020,E06000007,1363,6
06/08/2020,W06000016,1883,2
06/08/2020,S12000027,54,0
06/08/2020,S12000048,348,0
06/08/2020,E09000015,1326,2
06/08/2020,E08000004,2356,41
06/08/2020,E09000030,902,4
06/08/2020,E06000057,1597,1
06/08/2020,E08000010,2214,1
06/08/2020,S12000011,377,2
06/08/2020,E06000021,1534,4
06/08/2020,E06000038,813,0
06/08/2020,E06000010,1581,0
06/08/2020,E10000007,3516,14
06/08/2020,E08000033,982,18
06/08/2020,E06000047,3368,1
06/08/2020,W06000015,2334,1
06/08/2020,E10000025,3288,8
06/08/2020,E08000016,2024,7
06/08/2020,E06000009,1061,2
06/08/2020,E08000011,1030,1
06/08/2020,E09000009,1659,3
06/08/2020,S12000049,2596,4
06/08/2020,E10000024,3151,10
06/08/2020,E06000035,1094,0
06/08/2020,E10000015,4374,12
06/08/2020,E08000027,1344,3
06/08/2020,E06000059,626,3
06/08/2020,E08000023,958,0
06/08/2020,E10000002,1762,4
06/08/2020,E10000006,2906,15
06/08/2020,E06000034,585,1
06/08/2020,E08000017,2046,4
06/08/2020,E10000018,3394,10
06/08/2020,E06000008,1537,13
06/08/2020,E08000037,1304,3
06/08/2020,E10000011,1639,4
06/08/2020,E09000031,1075,6
06/08/2020,E06000015,1338,2
06/08/2020,E06000042,901,6
06/08/2020,E09000033,855,7
06/08/2020,E06000024,921,1
06/08/2020,E06000033,722,2
06/08/2020,E08000003,3518,29
06/08/2020,E06000043,821,2
06/08/2020,E09000027,565,2
06/08/2020,E10000012,5762,4
06/08/2020,S12000041,464,2
06/08/2020,E08000012,2657,10
06/08/2020,S12000019,540,0
06/08/2020,E09000008,1901,0
06/08/2020,E10000029,2724,5
06/08/2020,E09000012,1013,2
06/08/2020,E09000016,1017,1
06/08/2020,E09000011,1002,3
06/08/2020,E08000030,1576,4
06/08/2020,E10000020,2947,5
06/08/2020,E10000027,1322,1
06/08/2020,E06000016,5208,46
06/08/2020,E08000031,1504,4
06/08/2020,E06000002,1002,4
06/08/2020,E06000017,100,0
06/08/2020,E08000005,1969,18
06/08/2020,E06000032,1619,3
06/08/2020,E06000049,2287,5
06/08/2020,E10000016,8258,16
06/08/2020,E08000001,2088,20
06/08/2020,E10000023,2606,6
06/08/2020,E09000024,975,1
06/08/2020,E08000013,1229,1
06/08/2020,E10000032,2833,2
06/08/2020,E10000014,5142,5
06/08/2020,E10000021,3710,24
06/08/2020,E09000022,1454,3
06/08/2020,E06000036,391,0
06/08/2020,E09000002,775,1
06/08/2020,E06000003,711,0
06/08/2020,E06000045,974,1
06/08/2020,E06000012,221,0
06/08/2020,E06000056,1295,1
06/08/2020,E09000025,1362,11
06/08/2020,E08000025,5488,59
06/08/2020,E06000050,2079,5
06/08/2020,E10000003,2336,4
06/08/2020,E06000041,612,1
06/08/2020,E06000023,1354,3
06/08/2020,E09000014,816,3
06/08/2020,E06000052,938,2
06/08/2020,E09000003,1714,5
06/08/2020,E09000032,1254,3
06/08/2020,E10000008,1263,1
06/08/2020,E08000026,1486,10
06/08/2020,E09000007,735,5
06/08/2020,E06000011,1661,1
06/08/2020,E09000021,761,1
06/08/2020,E09000018,1157,8
06/08/2020,E06000001,622,1
06/08/2020,E10000031,2634,5
06/08/2020,E06000058,837,0
06/08/2020,E06000018,1247,2
06/08/2020,E09000004,1109,2
06/08/2020,E06000054,1333,2
06/08/2020,E08000035,3971,12
06/08/2020,E09000023,1262,4
06/08/2020,E10000034,2451,3
06/08/2020,E06000004,999,2
06/08/2020,E06000039,695,4
06/08/2020,E08000024,1803,2
06/08/2020,E06000019,893,0
06/08/2020,E08000006,1556,21
06/08/2020,E10000017,7461,37
06/08/2020,E09000028,1502,2
05/08/2020,N09000001,457,1
05/08/2020,N09000006,181,0
05/08/2020,N09000008,422,2
05/08/2020,W06000011,1332,1
05/08/2020,N09000007,524,3
05/08/2020,S12000014,664,1
05/08/2020,N09000011,450,0
05/08/2020,S12000035,167,0
05/08/2020,E08000019,4340,9
05/08/2020,W06000022,886,1
05/08/2020,W06000009,303,0
05/08/2020,W06000001,461,1
05/08/2020,E10000013,1908,7
05/08/2020,W06000023,355,0
05/08/2020,S12000006,305,0
