date,areaCode,cumCasesBySpecimenDate,newCasesBySpecimenDate
12/10/2020,N09000010,2115,91
12/10/2020,E06000027,530,12
12/10/2020,E06000005,1214,40
12/10/2020,E08000021,8957,237
12/10/2020,E08000029,2317,60
12/10/2020,E09000006,2315,44
12/10/2020,E06000026,1277,34
12/10/2020,E06000006,2526,94
12/10/2020,E08000002,4080,162
12/10/2020,S12000034,789,13
12/10/2020,S12000023,24,0
12/10/2020,E08000018,4182,171
12/10/2020,E08000036,4275,168
12/10/2020,E09000005,2933,34
12/10/2020,S12000047,1738,34
12/10/2020,W06000010,1403,22
12/10/2020,S12000036,4450,120
12/10/2020,S12000040,1257,48
12/10/2020,E06000020,1100,45
12/10/2020,W06000012,1255,26
12/10/2020,E08000034,6462,167
12/10/2020,S12000020,161,2
12/10/2020,E06000037,731,17
12/10/2020,E10000028,6995,213
12/10/2020,E09000026,2721,96
12/10/2020,E08000016,3748,186
12/10/2020,E06000040,938,33
12/10/2020,E09000013,1538,38
12/10/2020,S12000005,300,12
12/10/2020,E09000010,2350,52
12/10/2020,E06000025,1458,46
12/10/2020,S12000029,3600,176
12/10/2020,S12000033,1772,33
12/10/2020,E06000055,1918,20
12/10/2020,S12000010,535,10
12/10/2020,W06000004,1172,26
12/10/2020,S12000030,531,18
12/10/2020,S12000021,852,38
12/10/2020,S12000013,58,0
12/10/2020,W06000019,913,18
12/10/2020,E09000029,1443,17
12/10/2020,E10000019,4421,112
12/10/2020,W06000014,1119,15
12/10/2020,E08000022,2676,75
12/10/2020,E09000017,2308,56
12/10/2020,E06000013,1379,53
12/10/2020,E06000030,1587,28
12/10/2020,E08000015,5788,152
12/10/2020,E09000020,1189,37
12/10/2020,W06000008,167,3
12/10/2020,E06000007,3762,127
12/10/2020,S12000027,62,0
12/10/2020,E09000015,2254,44
12/10/2020,W06000016,4195,78
12/10/2020,S12000048,689,7
12/10/2020,E08000004,6068,168
12/10/2020,E06000057,3753,80
12/10/2020,E09000030,2254,75
12/10/2020,E06000021,2577,52
12/10/2020,S12000011,859,26
12/10/2020,E08000010,6006,271
12/10/2020,E06000038,1174,20
12/10/2020,E06000010,2347,51
12/10/2020,E10000007,6455,207
12/10/2020,E06000047,8179,304
12/10/2020,E08000033,2647,82
12/10/2020,W06000015,4678,146
12/10/2020,E10000025,5004,89
12/10/2020,E06000009,2119,83
12/10/2020,E08000011,4261,163
12/10/2020,E09000009,3080,76
12/10/2020,S12000049,8739,327
12/10/2020,E10000024,7656,383
12/10/2020,E10000015,7492,141
12/10/2020,E06000035,1444,21
12/10/2020,E06000059,1054,27
12/10/2020,E08000027,2530,69
12/10/2020,E10000006,4586,128
12/10/2020,E08000023,2733,66
12/10/2020,E10000002,2893,41
12/10/2020,E10000018,6652,220
12/10/2020,E06000034,951,33
12/10/2020,E08000017,3752,127
12/10/2020,E06000008,3908,138
12/10/2020,E08000037,3322,84
12/10/2020,E10000011,2324,30
12/10/2020,E09000031,2040,51
12/10/2020,E06000042,1437,22
12/10/2020,E06000015,2285,74
12/10/2020,E09000033,1657,41
12/10/2020,E06000024,1336,16
12/10/2020,E06000033,1051,16
12/10/2020,E06000043,1557,44
12/10/2020,E08000003,16565,403
12/10/2020,E09000027,1272,42
12/10/2020,E08000012,13930,576
12/10/2020,S12000041,650,16
12/10/2020,E10000012,8749,216
12/10/2020,E09000008,2849,49
12/10/2020,S12000019,795,16
12/10/2020,E09000012,2270,80
12/10/2020,E10000029,3588,51
12/10/2020,E09000016,2025,58
12/10/2020,E09000011,1712,40
12/10/2020,E08000030,3159,77
12/10/2020,E10000020,4273,52
12/10/2020,E10000027,1966,37
12/10/2020,E06000016,8550,143
12/10/2020,E08000031,2882,86
12/10/2020,E06000002,2290,68
12/10/2020,E06000017,204,2
12/10/2020,E08000005,5263,172
12/10/2020,E06000032,2489,42
12/10/2020,E10000016,10379,102
12/10/2020,E06000049,4063,114
12/10/2020,E08000001,6702,170
12/10/2020,E09000024,1414,32
12/10/2020,E10000032,4050,44
12/10/2020,E10000023,4980,138
12/10/2020,E08000013,3812,122
12/10/2020,E10000021,6272,132
12/10/2020,E10000014,7153,128
12/10/2020,E06000036,635,15
12/10/2020,E09000002,1606,40
12/10/2020,E09000022,2490,47
12/10/2020,E06000003,1506,45
12/10/2020,E06000045,1440,18
12/10/2020,E06000012,743,55
12/10/2020,E06000056,1812,33
12/10/2020,E08000025,16768,422
12/10/2020,E10000003,3310,65
12/10/2020,E09000025,2713,67
12/10/2020,E06000041,890,12
12/10/2020,E06000050,3911,110
12/10/2020,E09000014,1780,53
12/10/2020,E06000052,1718,21
12/10/2020,E06000023,3572,181
12/10/2020,E09000032,2341,59
12/10/2020,E10000008,3177,104
12/10/2020,E09000003,3073,82
12/10/2020,E09000021,1256,24
12/10/2020,E09000018,2240,39
12/10/2020,E08000026,3498,96
12/10/2020,E06000011,2811,82
12/10/2020,E09000007,1524,43
12/10/2020,E06000001,1510,77
12/10/2020,E06000058,2290,95
12/10/2020,E10000031,4413,97
12/10/2020,E06000018,9255,492
12/10/2020,E09000004,1678,30
12/10/2020,E06000054,1995,38
12/10/2020,E08000035,15997,544
12/10/2020,E10000034,4228,97
12/10/2020,E09000023,2100,52
12/10/2020,E06000004,2569,86
12/10/2020,E06000039,1286,27
12/10/2020,E08000024,5176,224
12/10/2020,E08000006,5487,228
12/10/2020,E06000019,1122,14
12/10/2020,E10000017,20649,781
12/10/2020,E09000028,2444,34
11/10/2020,N09000001,1340,59
11/10/2020,N09000006,697,24
11/10/2020,N09000008,1036,11
11/10/2020,W06000011,2582,54
11/10/2020,N09000007,1413,69
11/10/2020,S12000014,1109,25
11/10/2020,N09000011,998,26
11/10/2020,S12000035,336,7
11/10/2020,W06000022,1440,11
11/10/2020,E08000019,11736,272
11/10/2020,W06000009,429,4
11/10/2020,W06000021,517,9
11/10/2020,E10000013,2939,31
11/10/2020,E06000022,1005,37
11/10/2020,W06000001,578,5
11/10/2020,W06000023,613,2
11/10/2020,N09000005,3079,195
11/10/2020,S12000006,575,16
11/10/2020,E08000028,4141,62
11/10/2020,E08000032,12334,202
11/10/2020,S12000050,3479,120
11/10/2020,E09000019,1333,22
11/10/2020,S12000017,477,9
11/10/2020,W06000018,1768,21
11/10/2020,W06000006,1995,16
11/10/2020,W06000013,1451,33
11/10/2020,E08000014,5234,149
11/10/2020,E08000009,3721,69
11/10/2020,W06000024,1183,9
11/10/2020,S12000018,512,9
11/10/2020,E10000030,7488,81
11/10/2020,S12000042,1666,25
11/10/2020,W06000003,1134,20
11/10/2020,S12000028,702,13
11/10/2020,N09000004,947,51
11/10/2020,W06000002,928,13
11/10/2020,E06000044,1222,57
11/10/2020,S12000008,942,36
11/10/2020,N09000009,1475,89
11/10/2020,S12000038,1639,29
11/10/2020,S12000026,583,8
11/10/2020,E06000051,2213,35
11/10/2020,S12000045,1037,12
11/10/2020,E08000008,4375,94
11/10/2020,W06000020,605,8
11/10/2020,N09000003,5169,204
11/10/2020,E06000031,2090,18
11/10/2020,W06000005,1460,21
11/10/2020,E06000014,2535,99
11/10/2020,N09000002,1825,31
11/10/2020,S12000039,985,20
11/10/2020,E06000046,506,0
11/10/2020,E08000007,4301,104
11/10/2020,N09000010,2024,59
11/10/2020,E06000027,518,5
11/10/2020,E06000005,1174,20
11/10/2020,E08000021,8720,154
11/10/2020,E08000029,2257,43
11/10/2020,E06000026,1243,16
11/10/2020,E06000006,2432,42
11/10/2020,E09000006,2271,28
11/10/2020,E08000002,3918,88
11/10/2020,S12000034,776,7
11/10/2020,S12000023,24,0
11/10/2020,E08000018,4011,89
11/10/2020,E08000036,4107,95
11/10/2020,E09000005,2899,26
11/10/2020,S12000047,1704,36
11/10/2020,S12000036,4330,92
11/10/2020,S12000040,1209,32
11/10/2020,W06000010,1381,16
11/10/2020,E06000020,1055,13
11/10/2020,W06000012,1229,36
11/10/2020,E08000034,6295,152
11/10/2020,S12000020,159,1
11/10/2020,E06000037,714,3
11/10/2020,E10000028,6782,130
11/10/2020,E09000026,2625,37
11/10/2020,E08000016,3562,88
11/10/2020,E06000040,905,11
11/10/2020,E09000013,1500,14
11/10/2020,S12000005,288,4
11/10/2020,E09000010,2298,44
11/10/2020,E06000025,1412,29
11/10/2020,S12000029,3424,127
11/10/2020,S12000033,1739,23
11/10/2020,E06000055,1898,5
11/10/2020,S12000010,525,9
11/10/2020,W06000004,1146,16
11/10/2020,S12000030,513,10
11/10/2020,S12000021,814,36
11/10/2020,S12000013,58,0
11/10/2020,W06000019,895,12
11/10/2020,E09000029,1426,13
11/10/2020,E10000019,4309,73
11/10/2020,W06000014,1104,3
11/10/2020,E08000022,2601,38
11/10/2020,E09000017,2252,21
11/10/2020,E06000030,1559,9
11/10/2020,E06000013,1326,21
11/10/2020,E08000015,5636,104
11/10/2020,E09000020,1152,8
11/10/2020,W06000008,164,0
11/10/2020,E06000007,3635,74
11/10/2020,S12000027,62,0
11/10/2020,E09000015,2210,20
11/10/2020,W06000016,4117,53
11/10/2020,S12000048,682,5
11/10/2020,E08000004,5900,91
11/10/2020,E06000057,3673,40
11/10/2020,E09000030,2179,38
11/10/2020,E06000021,2525,35
11/10/2020,S12000011,833,19
11/10/2020,E08000010,5735,159
11/10/2020,E06000038,1154,6
11/10/2020,E06000010,2296,23
11/10/2020,E10000007,6248,141
11/10/2020,E06000047,7875,296
11/10/2020,E08000033,2565,56
11/10/2020,W06000015,4532,183
11/10/2020,E10000025,4915,39
11/10/2020,E06000009,2036,52
11/10/2020,E08000011,4098,112
11/10/2020,E09000009,3004,40
11/10/2020,S12000049,8412,205
11/10/2020,E10000024,7273,199
11/10/2020,E10000015,7351,87
11/10/2020,E06000035,1423,3
11/10/2020,E06000059,1027,31
11/10/2020,E08000027,2461,45
11/10/2020,E10000006,4458,50
11/10/2020,E08000023,2667,35
11/10/2020,E10000002,2852,36
11/10/2020,E10000018,6432,148
11/10/2020,E06000034,918,15
11/10/2020,E08000017,3625,86
11/10/2020,E06000008,3770,78
11/10/2020,E08000037,3238,50
11/10/2020,E10000011,2294,14
11/10/2020,E09000031,1989,27
11/10/2020,E06000042,1415,12
11/10/2020,E06000015,2211,46
11/10/2020,E09000033,1616,17
11/10/2020,E06000024,1320,7
11/10/2020,E06000033,1035,10
11/10/2020,E06000043,1513,22
11/10/2020,E08000003,16162,236
11/10/2020,E09000027,1230,32
11/10/2020,E08000012,13354,352
11/10/2020,S12000041,634,11
11/10/2020,E10000012,8533,116
11/10/2020,E09000008,2800,30
11/10/2020,S12000019,779,9
11/10/2020,E09000012,2190,32
11/10/2020,E10000029,3537,26
11/10/2020,E09000016,1967,28
11/10/2020,E09000011,1672,17
11/10/2020,E08000030,3082,58
11/10/2020,E10000020,4221,27
11/10/2020,E10000027,1929,26
11/10/2020,E06000016,8407,115
11/10/2020,E08000031,2796,27
11/10/2020,E06000002,2222,33
11/10/2020,E06000017,202,3
11/10/2020,E08000005,5091,119
11/10/2020,E06000032,2447,30
11/10/2020,E10000016,10277,61
11/10/2020,E06000049,3949,68
11/10/2020,E08000001,6532,129
11/10/2020,E09000024,1382,17
11/10/2020,E10000032,4006,27
11/10/2020,E10000023,4842,82
11/10/2020,E08000013,3690,64
11/10/2020,E10000021,6140,66
11/10/2020,E10000014,7025,68
11/10/2020,E06000036,620,7
11/10/2020,E09000002,1566,17
11/10/2020,E09000022,2443,20
11/10/2020,E06000003,1461,37
11/10/2020,E06000045,1422,22
11/10/2020,E06000012,688,29
11/10/2020,E06000056,1779,17
11/10/2020,E08000025,16346,266
11/10/2020,E10000003,3245,27
11/10/2020,E09000025,2646,34
11/10/2020,E06000041,878,6
11/10/2020,E06000050,3801,66
11/10/2020,E09000014,1727,22
11/10/2020,E06000052,1697,6
11/10/2020,E06000023,3391,134
11/10/2020,E09000032,2282,22
11/10/2020,E10000008,3073,87
11/10/2020,E09000003,2991,31
11/10/2020,E09000021,1232,15
11/10/2020,E09000018,2201,16
11/10/2020,E08000026,3402,75
11/10/2020,E06000011,2729,38
11/10/2020,E09000007,1481,19
11/10/2020,E06000001,1433,26
11/10/2020,E06000058,2195,36
11/10/2020,E10000031,4316,69
11/10/2020,E06000018,8763,315
11/10/2020,E09000004,1648,8
11/10/2020,E06000054,1957,25
11/10/2020,E08000035,15453,290
11/10/2020,E10000034,4131,52
11/10/2020,E09000023,2048,15
11/10/2020,E06000004,2483,90
11/10/2020,E06000039,1259,9
11/10/2020,E08000024,4952,113
11/10/2020,E08000006,5259,102
11/10/2020,E06000019,1108,6
11/10/2020,E10000017,19868,532
11/10/2020,E09000028,2410,10
10/10/2020,N09000001,1281,41
10/10/2020,N09000006,673,37
10/10/2020,N09000008,1025,14
10/10/2020,W06000011,2528,48
10/10/2020,N09000007,1344,58
10/10/2020,S12000014,1084,19
10/10/2020,N09000011,972,27
10/10/2020,S12000035,329,5
10/10/2020,W06000022,1429,19
10/10/2020,E08000019,11464,340
10/10/2020,W06000009,425,6
10/10/2020,W06000021,508,5
10/10/2020,E10000013,2908,44
10/10/2020,E06000022,968,41
10/10/2020,W06000001,573,2
10/10/2020,W06000023,611,14
10/10/2020,N09000005,2884,167
10/10/2020,S12000006,559,5
10/10/2020,E08000028,4079,45
10/10/2020,S12000050,3359,114
10/10/2020,E08000032,12132,241
10/10/2020,E09000019,1311,23
10/10/2020,S12000017,468,2
10/10/2020,W06000018,1747,27
10/10/2020,W06000006,1979,32
10/10/2020,W06000013,1418,36
10/10/2020,E08000014,5085,120
10/10/2020,E08000009,3652,116
10/10/2020,W06000024,1174,15
10/10/2020,E10000030,7407,93
10/10/2020,S12000018,503,10
10/10/2020,S12000042,1641,31
10/10/2020,W06000003,1114,18
10/10/2020,S12000028,689,17
10/10/2020,N09000004,896,35
10/10/2020,W06000002,915,12
10/10/2020,E06000044,1165,54
10/10/2020,S12000008,906,43
10/10/2020,N09000009,1386,77
10/10/2020,S12000038,1610,45
10/10/2020,S12000026,575,4
10/10/2020,E06000051,2178,30
10/10/2020,S12000045,1025,25
10/10/2020,E08000008,4281,70
10/10/2020,W06000020,597,12
10/10/2020,N09000003,4965,227
10/10/2020,E06000031,2072,14
10/10/2020,W06000005,1439,28
10/10/2020,E06000014,2436,121
10/10/2020,N09000002,1794,26
10/10/2020,S12000039,965,25
10/10/2020,E06000046,506,2
10/10/2020,E08000007,4197,83
10/10/2020,N09000010,1965,85
10/10/2020,E06000027,513,9
10/10/2020,E06000005,1154,19
10/10/2020,E08000021,8566,169
10/10/2020,E08000029,2214,38
10/10/2020,E09000006,2243,26
10/10/2020,E06000026,1227,14
10/10/2020,E06000006,2390,52
10/10/2020,E08000002,3830,72
10/10/2020,S12000034,769,4
10/10/2020,S12000023,24,0
10/10/2020,E08000018,3922,91
10/10/2020,E08000036,4012,101
10/10/2020,E09000005,2873,43
10/10/2020,S12000047,1668,27
10/10/2020,W06000010,1365,17
10/10/2020,S12000040,1177,36
10/10/2020,S12000036,4238,86
10/10/2020,E06000020,1042,14
10/10/2020,W06000012,1193,22
10/10/2020,E08000034,6143,115
10/10/2020,S12000020,158,2
10/10/2020,E06000037,711,5
10/10/2020,E10000028,6652,103
10/10/2020,E09000026,2588,26
10/10/2020,E08000016,3474,78
10/10/2020,E06000040,894,11
10/10/2020,S12000005,284,7
10/10/2020,E09000013,1486,35
10/10/2020,E09000010,2254,37
10/10/2020,E06000025,1383,29
10/10/2020,S12000029,3297,122
10/10/2020,E06000055,1893,9
10/10/2020,S12000033,1716,27
10/10/2020,S12000010,516,9
10/10/2020,W06000004,1130,7
10/10/2020,S12000030,503,9
10/10/2020,S12000021,778,21
10/10/2020,S12000013,58,2
10/10/2020,W06000019,883,16
10/10/2020,E09000029,1413,12
10/10/2020,E10000019,4236,84
10/10/2020,W06000014,1101,11
10/10/2020,E08000022,2563,40
10/10/2020,E06000030,1550,6
10/10/2020,E09000017,2231,43
10/10/2020,E06000013,1305,28
10/10/2020,E08000015,5532,88
10/10/2020,E09000020,1144,7
10/10/2020,W06000008,164,4
10/10/2020,E06000007,3561,68
10/10/2020,S12000027,62,0
10/10/2020,E09000015,2190,21
10/10/2020,W06000016,4064,56
10/10/2020,S12000048,677,6
10/10/2020,E08000004,5809,105
10/10/2020,E06000057,3633,42
10/10/2020,E09000030,2141,34
10/10/2020,E06000021,2490,41
10/10/2020,S12000011,814,20
10/10/2020,E08000010,5576,165
10/10/2020,E06000038,1148,12
10/10/2020,E06000010,2273,43
10/10/2020,E10000007,6107,109
10/10/2020,E06000047,7579,228
10/10/2020,E08000033,2509,59
10/10/2020,W06000015,4349,136
10/10/2020,E10000025,4876,50
10/10/2020,E06000009,1984,47
10/10/2020,E08000011,3986,100
10/10/2020,E09000009,2964,49
10/10/2020,S12000049,8207,203
10/10/2020,E10000024,7074,209
10/10/2020,E10000015,7264,73
10/10/2020,E06000035,1420,9
10/10/2020,E06000059,996,15
10/10/2020,E08000027,2416,32
10/10/2020,E10000006,4408,62
10/10/2020,E08000023,2632,39
10/10/2020,E10000002,2816,56
10/10/2020,E10000018,6284,149
10/10/2020,E06000034,903,14
10/10/2020,E08000017,3539,114
10/10/2020,E06000008,3692,87
10/10/2020,E08000037,3188,46
10/10/2020,E09000031,1962,26
10/10/2020,E06000042,1403,12
10/10/2020,E06000015,2165,41
10/10/2020,E09000033,1599,18
10/10/2020,E10000011,2280,17
10/10/2020,E06000024,1313,21
10/10/2020,E06000033,1025,14
10/10/2020,E06000043,1491,36
10/10/2020,E08000003,15926,299
10/10/2020,E09000027,1198,22
10/10/2020,E08000012,13002,348
10/10/2020,S12000041,623,4
10/10/2020,E10000012,8417,80
10/10/2020,E09000008,2770,26
10/10/2020,S12000019,770,7
10/10/2020,E09000012,2158,25
10/10/2020,E10000029,3511,29
10/10/2020,E09000016,1939,22
10/10/2020,E09000011,1655,20
10/10/2020,E08000030,3024,57
10/10/2020,E10000020,4194,46
10/10/2020,E10000027,1903,27
10/10/2020,E06000016,8292,74
10/10/2020,E08000031,2769,37
10/10/2020,E06000002,2189,42
10/10/2020,E06000017,199,4
10/10/2020,E08000005,4972,117
10/10/2020,E06000032,2417,12
10/10/2020,E10000016,10216,55
10/10/2020,E06000049,3881,73
10/10/2020,E08000001,6403,128
10/10/2020,E09000024,1365,15
10/10/2020,E10000032,3979,27
10/10/2020,E10000023,4760,87
10/10/2020,E08000013,3626,102
10/10/2020,E10000021,6074,65
10/10/2020,E10000014,6957,73
10/10/2020,E06000036,613,5
10/10/2020,E09000002,1549,19
10/10/2020,E09000022,2423,23
10/10/2020,E06000003,1424,27
10/10/2020,E06000045,1400,16
10/10/2020,E06000012,659,39
10/10/2020,E06000056,1762,14
10/10/2020,E08000025,16080,307
10/10/2020,E10000003,3218,26
10/10/2020,E09000025,2612,34
10/10/2020,E06000041,872,10
10/10/2020,E06000050,3735,80
10/10/2020,E09000014,1705,32
10/10/2020,E06000052,1691,19
10/10/2020,E06000023,3257,166
10/10/2020,E09000032,2260,26
10/10/2020,E10000008,2986,81
10/10/2020,E09000003,2960,39
10/10/2020,E09000018,2185,46
10/10/2020,E09000021,1217,14
10/10/2020,E08000026,3327,82
10/10/2020,E06000011,2691,57
10/10/2020,E09000007,1462,28
10/10/2020,E06000001,1407,39
10/10/2020,E06000058,2159,67
10/10/2020,E10000031,4247,64
10/10/2020,E06000018,8448,387
10/10/2020,E09000004,1640,27
10/10/2020,E06000054,1932,23
10/10/2020,E08000035,15163,403
10/10/2020,E10000034,4079,67
10/10/2020,E09000023,2033,24
10/10/2020,E06000004,2393,63
10/10/2020,E06000039,1250,18
10/10/2020,E08000024,4839,87
10/10/2020,E08000006,5157,99
10/10/2020,E06000019,1102,6
10/10/2020,E10000017,19336,459
10/10/2020,E09000028,2400,30
09/10/2020,N09000001,1240,49
09/10/2020,N09000006,636,37
09/10/2020,N09000008,1011,18
09/10/2020,W06000011,2480,61
09/10/2020,N09000007,1286,44
09/10/2020,S12000014,1065,19
09/10/2020,N09000011,945,27
09/10/2020,S12000035,324,4
09/10/2020,W06000022,1410,10
09/10/2020,E08000019,11124,280
09/10/2020,W06000009,419,1
09/10/2020,W06000021,503,10
09/10/2020,E10000013,2864,56
09/10/2020,E06000022,927,49
09/10/2020,W06000001,571,6
09/10/2020,W06000023,597,15
09/10/2020,S12000006,554,35
09/10/2020,N09000005,2717,204
09/10/2020,E08000028,4034,82
09/10/2020,S12000050,3245,100
09/10/2020,E08000032,11891,237
09/10/2020,E09000019,1288,42
09/10/2020,S12000017,466,7
09/10/2020,W06000018,1720,29
09/10/2020,W06000006,1947,48
09/10/2020,E08000014,4965,176
09/10/2020,E08000009,3536,91
09/10/2020,W06000024,1159,22
09/10/2020,E10000030,7314,124
09/10/2020,S12000018,493,7
09/10/2020,W06000003,1096,27
09/10/2020,S12000042,1610,32
09/10/2020,S12000028,672,21
09/10/2020,N09000004,861,43
09/10/2020,W06000002,903,25
09/10/2020,E06000044,1111,57
09/10/2020,S12000008,863,28
09/10/2020,N09000009,1309,87
09/10/2020,S12000038,1565,59
09/10/2020,S12000026,571,2
09/10/2020,E06000051,2148,41
09/10/2020,S12000045,1000,30
09/10/2020,E08000008,4211,95
09/10/2020,W06000020,585,7
09/10/2020,N09000003,4738,204
09/10/2020,E06000031,2058,19
09/10/2020,W06000005,1411,45
09/10/2020,N09000002,1768,49
09/10/2020,E06000014,2315,124
09/10/2020,S12000039,940,12
09/10/2020,E06000046,504,1
09/10/2020,E08000007,4114,110
09/10/2020,N09000010,1880,67
09/10/2020,E06000027,504,13
09/10/2020,E08000021,8397,229
09/10/2020,E06000005,1135,28
09/10/2020,E08000029,2176,44
09/10/2020,E06000026,1213,35
09/10/2020,E09000006,2217,33
09/10/2020,E06000006,2338,69
09/10/2020,E08000002,3758,95
09/10/2020,S12000034,765,6
09/10/2020,S12000023,24,1
09/10/2020,E08000018,3831,104
09/10/2020,E08000036,3911,98
09/10/2020,E09000005,2830,46
09/10/2020,S12000047,1641,31
09/10/2020,W06000013,1382,41
09/10/2020,S12000040,1141,42
09/10/2020,S12000036,4152,105
09/10/2020,W06000012,1171,39
09/10/2020,E06000020,1028,32
09/10/2020,S12000020,156,2
09/10/2020,E08000034,6028,135
09/10/2020,E06000037,706,8
09/10/2020,E10000028,6549,148
09/10/2020,E09000026,2562,51
09/10/2020,E08000016,3396,80
09/10/2020,E06000040,883,20
09/10/2020,S12000005,277,10
09/10/2020,E09000010,2217,37
09/10/2020,E09000013,1451,30
09/10/2020,E06000025,1354,35
09/10/2020,S12000029,3175,158
09/10/2020,E06000055,1884,21
09/10/2020,S12000033,1689,40
09/10/2020,S12000010,507,12
09/10/2020,W06000004,1123,27
09/10/2020,S12000030,494,15
09/10/2020,S12000021,757,22
09/10/2020,S12000013,56,0
09/10/2020,W06000019,867,18
09/10/2020,E09000029,1401,32
09/10/2020,E10000019,4152,119
09/10/2020,W06000014,1090,19
09/10/2020,E08000022,2523,68
09/10/2020,E09000017,2188,46
09/10/2020,E06000013,1277,35
09/10/2020,E06000030,1544,13
09/10/2020,E08000015,5444,132
09/10/2020,E09000020,1137,24
09/10/2020,W06000008,160,4
09/10/2020,W06000010,1348,25
09/10/2020,E06000007,3493,104
09/10/2020,S12000027,62,1
09/10/2020,W06000016,4008,90
09/10/2020,E09000015,2169,44
09/10/2020,S12000048,671,4
09/10/2020,E08000004,5704,122
09/10/2020,E06000057,3591,85
09/10/2020,E09000030,2107,41
09/10/2020,E06000021,2449,52
09/10/2020,S12000011,794,22
09/10/2020,E08000010,5411,173
09/10/2020,E06000038,1136,20
09/10/2020,E06000010,2230,46
09/10/2020,E10000007,5998,144
09/10/2020,E06000047,7351,300
09/10/2020,E08000033,2450,54
09/10/2020,W06000015,4213,111
09/10/2020,E10000025,4826,88
09/10/2020,E06000009,1937,62
09/10/2020,E08000011,3886,142
09/10/2020,E09000009,2915,79
09/10/2020,S12000049,8004,242
09/10/2020,E10000024,6865,265
09/10/2020,E10000015,7191,132
09/10/2020,E06000035,1411,15
09/10/2020,E06000059,981,30
09/10/2020,E08000027,2384,52
09/10/2020,E10000006,4346,73
09/10/2020,E08000023,2593,44
09/10/2020,E10000002,2760,61
09/10/2020,E10000018,6135,180
09/10/2020,E06000034,889,21
09/10/2020,E08000017,3425,78
09/10/2020,E06000008,3605,107
09/10/2020,E08000037,3142,87
09/10/2020,E10000011,2263,26
09/10/2020,E09000031,1936,40
09/10/2020,E06000042,1391,19
09/10/2020,E06000015,2124,43
09/10/2020,E09000033,1581,38
09/10/2020,E06000024,1292,17
09/10/2020,E06000033,1011,11
09/10/2020,E06000043,1455,58
09/10/2020,E08000003,15627,418
09/10/2020,E09000027,1176,29
09/10/2020,E08000012,12654,462
09/10/2020,S12000041,619,11
09/10/2020,E10000012,8337,140
09/10/2020,E09000008,2744,47
09/10/2020,S12000019,763,7
09/10/2020,E09000012,2133,51
09/10/2020,E10000029,3482,46
09/10/2020,E09000016,1917,44
09/10/2020,E09000011,1635,20
09/10/2020,E08000030,2967,86
09/10/2020,E10000020,4148,78
09/10/2020,E10000027,1876,25
09/10/2020,E06000016,8218,108
09/10/2020,E08000031,2732,61
09/10/2020,E06000002,2147,56
09/10/2020,E06000017,195,6
09/10/2020,E08000005,4855,131
09/10/2020,E06000032,2405,35
09/10/2020,E10000016,10161,105
09/10/2020,E06000049,3808,70
09/10/2020,E08000001,6275,141
09/10/2020,E09000024,1350,14
09/10/2020,E10000032,3952,44
09/10/2020,E10000023,4673,101
09/10/2020,E08000013,3524,119
09/10/2020,E10000021,6009,106
09/10/2020,E10000014,6884,79
09/10/2020,E06000036,608,7
09/10/2020,E09000002,1530,50
09/10/2020,E09000022,2400,52
09/10/2020,E06000003,1397,38
09/10/2020,E06000045,1384,20
09/10/2020,E06000012,620,36
09/10/2020,E06000056,1748,21
09/10/2020,E08000025,15773,338
09/10/2020,E10000003,3192,40
09/10/2020,E09000025,2578,57
09/10/2020,E06000041,862,14
09/10/2020,E06000050,3655,82
09/10/2020,E09000014,1673,45
09/10/2020,E06000052,1672,21
09/10/2020,E06000023,3091,241
09/10/2020,E09000032,2234,50
09/10/2020,E10000008,2905,101
09/10/2020,E09000003,2921,62
09/10/2020,E09000018,2139,53
09/10/2020,E09000021,1203,26
09/10/2020,E08000026,3245,91
09/10/2020,E06000011,2634,56
09/10/2020,E09000007,1434,53
09/10/2020,E06000001,1368,37
09/10/2020,E06000058,2092,90
09/10/2020,E10000031,4183,81
09/10/2020,E06000018,8061,468
09/10/2020,E09000004,1613,26
09/10/2020,E06000054,1909,30
09/10/2020,E08000035,14760,403
09/10/2020,E10000034,4012,76
09/10/2020,E09000023,2009,46
09/10/2020,E06000004,2330,105
09/10/2020,E06000039,1232,13
09/10/2020,E08000024,4752,101
09/10/2020,E08000006,5058,144
09/10/2020,E06000019,1096,4
09/10/2020,E10000017,18877,620
09/10/2020,E09000028,2370,38
08/10/2020,N09000001,1191,50
08/10/2020,N09000006,599,40
08/10/2020,N09000008,993,21
08/10/2020,W06000011,2419,67
08/10/2020,N09000007,1242,35
08/10/2020,S12000014,1046,15
08/10/2020,N09000011,918,30
08/10/2020,S12000035,320,11
08/10/2020,W06000022,1400,18
08/10/2020,E08000019,10844,406
08/10/2020,W06000009,418,9
08/10/2020,W06000021,493,8
08/10/2020,E10000013,2808,76
08/10/2020,E06000022,878,55
08/10/2020,W06000001,565,6
08/10/2020,W06000023,582,12
08/10/2020,S12000006,519,26
08/10/2020,N09000005,2513,227
08/10/2020,E08000028,3952,77
08/10/2020,E08000032,11654,310
08/10/2020,S12000050,3145,109
08/10/2020,S12000017,459,3
08/10/2020,W06000018,1691,33
08/10/2020,E09000019,1246,33
08/10/2020,W06000006,1899,54
08/10/2020,W06000013,1341,58
08/10/2020,E08000014,4789,211
08/10/2020,E08000009,3445,124
